time,data1
35205.0,-838
35220.0,3450
35235.0,566
35250.0,-316
35265.0,-513
35280.0,798
35295.0,-1356
35310.0,-362
35325.0,-1875
35340.0,2965
35355.0,-1264
35370.0,-1939
35385.0,-1140
35400.0,2521
35415.0,-2287
35430.0,-1054
35445.0,-370
35460.0,4200
35475.0,-1049
35490.0,-1122
35505.0,-311
35520.0,2771
35535.0,-221
35550.0,-2237
35565.0,-639
35580.0,719
35595.0,-887
35610.0,489
35625.0,-1562
35640.0,1193
35655.0,118
35670.0,-2256
35685.0,622
35700.0,1875
35715.0,-119
35730.0,-318
35745.0,-1905
35760.0,4012
35775.0,-2098
35790.0,-87
35805.0,1516
35820.0,2494
35835.0,-433
35850.0,-2548
35865.0,-2370
35880.0,3018
35895.0,-836
35910.0,1254
35925.0,-2254
35940.0,2429
35955.0,315
35970.0,-1346
35985.0,1253
36000.0,810
36015.0,-2083
36030.0,-1527
36045.0,-1548
36060.0,4814
36075.0,-2144
36090.0,-2080
36105.0,-606
36120.0,3528
36135.0,271
36150.0,-274
36165.0,-2106
36180.0,2218
36195.0,-346
36210.0,-127
36225.0,-402
36240.0,800
36255.0,-2169
36270.0,-361
36285.0,1265
36300.0,908
36315.0,336
36330.0,-904
36345.0,-2602
36360.0,1980
36375.0,-890
36390.0,-22
36405.0,-2388
36420.0,5486
36435.0,-851
36450.0,-1015
36465.0,-1086
36480.0,605
36495.0,-1869
36510.0,1015
36525.0,-394
36540.0,3069
36555.0,-2929
36570.0,-2110
36585.0,131
36600.0,2324
36615.0,-1321
36630.0,-1837
36645.0,61
36660.0,4729
36675.0,-521
36690.0,-1561
36705.0,-1155
36720.0,2077
36735.0,258
36750.0,-2321
36765.0,-2691
36780.0,2128
36795.0,-702
36810.0,-550
36825.0,-1840
36840.0,1440
36855.0,-2538
36870.0,-1801
36885.0,-821
36900.0,3224
36915.0,-2116
36930.0,-1370
36945.0,7
36960.0,3266
36975.0,-2495
36990.0,-2114
37005.0,-1046
37020.0,730
37035.0,1970
37050.0,-2349
37065.0,-971
37080.0,2964
37095.0,140
37110.0,-1041
37125.0,-1050
37140.0,1861
37155.0,-2778
37170.0,-1900
37185.0,-1473
37200.0,1433
37215.0,-1457
37230.0,-904
37245.0,-2313
37260.0,3182
37275.0,-2188
37290.0,-1543
37305.0,-831
37320.0,3194
37335.0,977
37350.0,-1702
37365.0,-1324
37380.0,2581
37395.0,-2123
37410.0,-1774
37425.0,-1074
37440.0,792
37455.0,-1230
37470.0,-59
37485.0,-284
37500.0,2334
37515.0,-2837
37530.0,-1087
37545.0,-2817
37560.0,3961
37575.0,-927
37590.0,57
37605.0,-1799
37620.0,2643
37635.0,-1014
37650.0,2546
37665.0,-3244
37680.0,2729
37695.0,-1142
37710.0,-550
37725.0,-323
37740.0,1181
37755.0,-1632
37770.0,-2178
37785.0,-1178
37800.0,1611
37815.0,-1539
37830.0,-1045
37845.0,130
37860.0,3878
37875.0,-1667
37890.0,-2591
37905.0,-1692
37920.0,3435
37935.0,288
37950.0,-1961
37965.0,-427
37980.0,1076
37995.0,-1338
38010.0,-468
38025.0,-2617
38040.0,556
38055.0,-1011
38070.0,-2696
38085.0,-1233
38100.0,1508
38115.0,-853
38130.0,-2662
38145.0,-1472
38160.0,4204
38175.0,67
38190.0,-2659
38205.0,-1267
38220.0,2660
38235.0,-2111
38250.0,-2108
38265.0,2892
38280.0,2289
38295.0,-1513
38310.0,-289
38325.0,-76
38340.0,1235
38355.0,-2889
38370.0,-1206
38385.0,-1331
38400.0,2535
38415.0,-181
38430.0,-1565
38445.0,-2729
38460.0,2957
38475.0,-2249
38490.0,-1769
38505.0,-955
38520.0,1924
38535.0,335
38550.0,-1627
38565.0,-537
38580.0,3469
38595.0,152
38610.0,782
38625.0,-1353
38640.0,2143
38655.0,-742
38670.0,-992
38685.0,1135
38700.0,2230
38715.0,-568
38730.0,-2537
38745.0,-1981
38760.0,3384
38775.0,-167
38790.0,-2802
38805.0,-2415
38820.0,831
38835.0,-25
38850.0,-200
38865.0,-1942
38880.0,6171
38895.0,-2611
38910.0,-711
38925.0,-1903
38940.0,2069
38955.0,-2540
38970.0,-483
38985.0,-1347
39000.0,2201
39015.0,-1026
39030.0,-1712
39045.0,-177
39060.0,2391
39075.0,-2678
39090.0,-1205
39105.0,-603
39120.0,1572
39135.0,-1777
39150.0,-2557
39165.0,-3044
39180.0,81
39195.0,-682
39210.0,384
39225.0,-1750
39240.0,3120
39255.0,-2449
39270.0,-1307
39285.0,835
39300.0,3100
39315.0,-2098
39330.0,-2026
39345.0,-1859
39360.0,2466
39375.0,-2053
39390.0,393
39405.0,-1098
39420.0,1723
39435.0,414
39450.0,-2537
39465.0,-1138
39480.0,3346
39495.0,3341
39510.0,-1950
39525.0,142
39540.0,2624
39555.0,-2647
39570.0,-1886
39585.0,1348
39600.0,777
39615.0,-192
39630.0,87
39645.0,-1084
39660.0,2296
39675.0,-2681
39690.0,-1972
39705.0,-762
39720.0,1409
39735.0,612
39750.0,-2723
39765.0,-1081
39780.0,2785
39795.0,58
39810.0,-190
39825.0,-101
39840.0,2332
39855.0,146
39870.0,-1006
39885.0,-1550
39900.0,2864
39915.0,-192
39930.0,-1516
39945.0,-796
39960.0,3528
39975.0,-1410
39990.0,-2593
40005.0,-1647
40020.0,2851
40035.0,192
40050.0,-3265
40065.0,-1685
40080.0,425
40095.0,-3381
40110.0,1648
40125.0,-1923
40140.0,1449
40155.0,-861
40170.0,-2500
40185.0,1202
40200.0,1464
40215.0,-114
40230.0,-1632
40245.0,-2428
40260.0,3986
40275.0,-2473
40290.0,-1301
40305.0,-1822
40320.0,1665
40335.0,806
40350.0,-1625
40365.0,-872
40380.0,3302
40395.0,-2477
40410.0,-1597
40425.0,-2812
40440.0,702
40455.0,-410
40470.0,-1482
40485.0,-835
40500.0,1220
40515.0,-2123
40530.0,-1950
40545.0,-2107
40560.0,4420
40575.0,-266
40590.0,-2814
40605.0,-473
40620.0,2010
40635.0,1289
40650.0,-37
40665.0,-2442
40680.0,1538
40695.0,-962
40710.0,99
40725.0,2356
40740.0,1046
40755.0,-1122
40770.0,-1457
40785.0,-1567
40800.0,1549
40815.0,-616
40830.0,-201
40845.0,-2731
40860.0,3709
40875.0,65
40890.0,-2004
40905.0,-1843
40920.0,1028
40935.0,424
40950.0,-1851
40965.0,-2117
40980.0,1532
40995.0,-972
41010.0,-1953
41025.0,-1112
41040.0,1304
41055.0,-2300
41070.0,-1551
41085.0,-694
41100.0,1928
41115.0,-2816
41130.0,-2464
41145.0,-498
41160.0,1683
41175.0,-922
41190.0,-1136
41205.0,-174
41220.0,2400
41235.0,-917
41250.0,-123
41265.0,-2861
41280.0,482
41295.0,-1561
41310.0,-721
41325.0,-2499
41340.0,6078
41355.0,-3241
41370.0,-954
41385.0,599
41400.0,3037
41415.0,-1349
41430.0,-614
41445.0,-2891
41460.0,2326
41475.0,-29
41490.0,-228
41505.0,-2520
41520.0,2865
41535.0,-1434
41550.0,-383
41565.0,-441
41580.0,730
41595.0,-2700
41610.0,414
41625.0,-1576
41640.0,765
41655.0,-2308
41670.0,-211
41685.0,-738
41700.0,1806
41715.0,-1431
41730.0,-2223
41745.0,-1754
41760.0,3582
41775.0,-81
41790.0,-402
41805.0,-1889
41820.0,487
41835.0,-1118
41850.0,-2638
41865.0,-654
41880.0,323
41895.0,-2264
41910.0,-1485
41925.0,-2600
41940.0,2854
41955.0,2057
41970.0,-1656
41985.0,-297
42000.0,2476
42015.0,-2816
42030.0,-103
42045.0,-2769
42060.0,4623
42075.0,-1058
42090.0,-215
42105.0,-276
42120.0,1908
42135.0,-1007
42150.0,-1790
42165.0,-2816
42180.0,987
42195.0,-1979
42210.0,-813
42225.0,-1642
42240.0,2541
42255.0,-661
42270.0,-1427
42285.0,-1413
42300.0,795
42315.0,-1954
42330.0,-551
42345.0,-626
42360.0,4377
42375.0,-2707
42390.0,-1132
42405.0,-862
42420.0,1282
42435.0,189
42450.0,-1303
42465.0,-2670
42480.0,1194
42495.0,-574
42510.0,-556
42525.0,166
42540.0,2780
42555.0,-1911
42570.0,1830
42585.0,-1138
42600.0,575
42615.0,-655
42630.0,-2692
42645.0,-1273
42660.0,2115
42675.0,-899
42690.0,-2816
42705.0,66
42720.0,2720
42735.0,-701
42750.0,-2718
42765.0,-1334
42780.0,1530
42795.0,-1474
42810.0,283
42825.0,-1874
42840.0,3014
42855.0,-546
42870.0,-719
42885.0,-1770
42900.0,815
42915.0,-157
42930.0,-2112
42945.0,-3
42960.0,2765
42975.0,-186
42990.0,-2039
43005.0,-2907
43020.0,408
43035.0,765
43050.0,-507
43065.0,-1545
43080.0,3010
43095.0,-14
43110.0,-1338
43125.0,-328
43140.0,2373
43155.0,-747
43170.0,-1801
43185.0,2549
43200.0,1614
43215.0,-1742
43230.0,-2247
43245.0,-1889
43260.0,1631
43275.0,-2662
43290.0,-293
43305.0,-1455
43320.0,1408
43335.0,618
43350.0,-2329
43365.0,-612
43380.0,1962
43395.0,-2354
43410.0,-1270
43425.0,-1970
43440.0,3281
43455.0,-2092
43470.0,-2892
43485.0,-883
43500.0,3254
43515.0,-2532
43530.0,-202
43545.0,-2174
43560.0,3794
43575.0,-2214
43590.0,-2944
43605.0,-1528
43620.0,721
43635.0,-973
43650.0,-2698
43665.0,-2160
43680.0,1338
43695.0,-1886
43710.0,-68
43725.0,-2642
43740.0,1945
43755.0,-1326
43770.0,-2544
43785.0,-1678
43800.0,5264
43815.0,-2119
43830.0,-2539
43845.0,-659
43860.0,4671
43875.0,-1416
43890.0,-656
43905.0,-2226
43920.0,691
43935.0,1749
43950.0,-2402
43965.0,-581
43980.0,2237
43995.0,-519
44010.0,-628
44025.0,-2572
44040.0,3032
44055.0,-2353
44070.0,9
44085.0,133
44100.0,3344
44115.0,-30
44130.0,-1004
44145.0,-2069
44160.0,4518
44175.0,-793
44190.0,-556
44205.0,-1684
44220.0,1611
44235.0,-815
44250.0,-2517
44265.0,75
44280.0,3140
44295.0,-1096
44310.0,372
44325.0,-2501
44340.0,610
44355.0,-2458
44370.0,-1647
44385.0,-880
44400.0,1280
44415.0,3107
44430.0,-1695
44445.0,-1402
44460.0,4462
44475.0,-1861
44490.0,24
44505.0,-1576
44520.0,2229
44535.0,-1647
44550.0,-98
44565.0,-2091
44580.0,700
44595.0,-573
44610.0,369
44625.0,-405
44640.0,3335
44655.0,-2382
44670.0,-765
44685.0,995
44700.0,3323
44715.0,-1573
44730.0,-1018
44745.0,-2076
44760.0,4266
44775.0,-2256
44790.0,333
44805.0,-724
44820.0,3148
44835.0,-575
44850.0,-46
44865.0,-969
44880.0,1523
44895.0,-832
44910.0,222
44925.0,-2159
44940.0,1164
44955.0,-1808
44970.0,-2063
44985.0,69
45000.0,1054
45015.0,-1603
45030.0,2023
45045.0,-1736
45060.0,4567
45075.0,1214
45090.0,-39
45105.0,-1170
45120.0,3061
45135.0,41
45150.0,-898
45165.0,-645
45180.0,2171
45195.0,978
45210.0,865
45225.0,867
45240.0,603
45255.0,-1824
45270.0,-1088
45285.0,519
45300.0,2901
45315.0,-1363
45330.0,310
45345.0,932
45360.0,3165
45375.0,-290
45390.0,148
45405.0,175
45420.0,2888
45435.0,1205
45450.0,-769
45465.0,-753
45480.0,1996
45495.0,-1584
45510.0,46
45525.0,-1162
45540.0,661
45555.0,1015
45570.0,441
45585.0,-219
45600.0,504
45615.0,939
45630.0,679
45645.0,4204
45660.0,587
45675.0,89
45690.0,-1576
45705.0,-86
45720.0,821
45735.0,16
45750.0,-1270
45765.0,-510
45780.0,2353
45795.0,677
45810.0,1730
45825.0,303
45840.0,1982
45855.0,-1464
45870.0,890
45885.0,1639
45900.0,2848
45915.0,-957
45930.0,412
45945.0,75
45960.0,2679
45975.0,352
45990.0,-70
46005.0,-1360
46020.0,1232
46035.0,2021
46050.0,180
46065.0,537
46080.0,2436
46095.0,605
46110.0,1783
46125.0,-884
46140.0,1168
46155.0,1080
46170.0,742
46185.0,194
46200.0,3105
46215.0,723
46230.0,100
46245.0,817
46260.0,5013
46275.0,-2081
46290.0,778
46305.0,-127
46320.0,2725
46335.0,-175
46350.0,-1714
46365.0,69
46380.0,1908
46395.0,-1187
46410.0,658
46425.0,-1630
46440.0,3204
46455.0,760
46470.0,382
46485.0,2005
46500.0,2556
46515.0,-904
46530.0,-14
46545.0,55
46560.0,3331
46575.0,448
46590.0,921
46605.0,-377
46620.0,536
46635.0,745
46650.0,-506
46665.0,492
46680.0,1071
46695.0,1142
46710.0,-223
46725.0,855
46740.0,2086
46755.0,-497
46770.0,-1226
46785.0,-36
46800.0,1785
46815.0,372
46830.0,-460
46845.0,106
46860.0,2650
46875.0,3809
46890.0,-1744
46905.0,-350
46920.0,4107
46935.0,1837
46950.0,792
46965.0,-121
46980.0,2884
46995.0,-129
47010.0,2757
47025.0,1084
47040.0,4878
47055.0,2914
47070.0,1637
47085.0,2207
47100.0,4857
47115.0,2456
47130.0,653
47145.0,517
47160.0,3539
47175.0,1979
47190.0,2725
47205.0,2204
47220.0,2737
47235.0,-518
47250.0,-857
47265.0,-1610
47280.0,1896
47295.0,200
47310.0,751
47325.0,-675
47340.0,2413
47355.0,-1664
47370.0,415
47385.0,1164
47400.0,668
47415.0,344
47430.0,-88
47445.0,25
47460.0,4343
47475.0,436
47490.0,2331
47505.0,-962
47520.0,2577
47535.0,-560
47550.0,-1531
47565.0,780
47580.0,2115
47595.0,42
47610.0,1798
47625.0,1164
47640.0,1719
47655.0,629
47670.0,81
47685.0,1623
47700.0,1092
47715.0,-197
47730.0,-737
47745.0,-1188
47760.0,2109
47775.0,283
47790.0,-342
47805.0,-897
47820.0,982
47835.0,1101
47850.0,-1115
47865.0,-731
47880.0,2405
47895.0,-439
47910.0,105
47925.0,-717
47940.0,1859
47955.0,484
47970.0,2040
47985.0,1276
48000.0,4078
48015.0,469
48030.0,1872
48045.0,733
48060.0,3941
48075.0,183
48090.0,715
48105.0,4314
48120.0,796
48135.0,694
48150.0,-1499
48165.0,-255
48180.0,2639
48195.0,-406
48210.0,1532
48225.0,426
48240.0,2598
48255.0,-1221
48270.0,-1277
48285.0,558
48300.0,1614
48315.0,541
48330.0,-1538
48345.0,169
48360.0,4535
48375.0,4
48390.0,566
48405.0,-1042
48420.0,924
48435.0,-401
48450.0,-949
48465.0,-589
48480.0,918
48495.0,-139
48510.0,1103
48525.0,179
48540.0,2584
48555.0,32
48570.0,1162
48585.0,108
48600.0,1254
48615.0,-247
48630.0,-793
48645.0,-679
48660.0,4048
48675.0,780
48690.0,-520
48705.0,947
48720.0,3997
48735.0,758
48750.0,-20
48765.0,347
48780.0,1267
48795.0,-1483
48810.0,358
48825.0,-362
48840.0,2702
48855.0,2007
48870.0,819
48885.0,1961
48900.0,3707
48915.0,999
48930.0,1781
48945.0,2046
48960.0,3199
48975.0,401
48990.0,-465
49005.0,1832
49020.0,2448
49035.0,2327
49050.0,-44
49065.0,732
49080.0,744
49095.0,-1471
49110.0,281
49125.0,-1142
49140.0,3114
49155.0,-522
49170.0,-1571
49185.0,821
49200.0,486
49215.0,411
49230.0,1157
49245.0,-1766
49260.0,2689
49275.0,669
49290.0,-286
49305.0,1419
49320.0,2272
49335.0,5599
49350.0,-771
49365.0,2137
49380.0,3641
49395.0,1145
49410.0,1618
49425.0,1674
49440.0,3679
49455.0,1086
49470.0,1736
49485.0,1773
49500.0,1854
49515.0,215
49530.0,609
49545.0,-957
49560.0,1809
49575.0,-1011
49590.0,-7
49605.0,84
49620.0,2724
49635.0,1366
49650.0,655
49665.0,-954
49680.0,847
49695.0,103
49710.0,-448
49725.0,-1704
49740.0,3107
49755.0,1007
49770.0,510
49785.0,1618
49800.0,1868
49815.0,-509
49830.0,-1566
49845.0,852
49860.0,3144
49875.0,-1171
49890.0,-1653
49905.0,1134
49920.0,2943
49935.0,230
49950.0,2687
49965.0,-1885
49980.0,2460
49995.0,1196
50010.0,32
50025.0,-500
50040.0,1185
50055.0,-1394
50070.0,889
50085.0,1510
50100.0,3319
50115.0,413
50130.0,1132
50145.0,-193
50160.0,3813
50175.0,-817
50190.0,-543
50205.0,-278
50220.0,3299
50235.0,722
50250.0,-972
50265.0,196
50280.0,1031
50295.0,-5
50310.0,2074
50325.0,-1368
50340.0,3334
50355.0,-1370
50370.0,-624
50385.0,2575
50400.0,1522
50415.0,131
50430.0,1322
50445.0,-33
50460.0,2087
50475.0,1219
50490.0,-960
50505.0,-815
50520.0,1564
50535.0,-161
50550.0,-330
50565.0,2485
50580.0,1420
50595.0,1308
50610.0,-473
50625.0,635
50640.0,766
50655.0,-1365
50670.0,-492
50685.0,-417
50700.0,2688
50715.0,419
50730.0,588
50745.0,1284
50760.0,2806
50775.0,-1184
50790.0,-1214
50805.0,804
50820.0,465
50835.0,2106
50850.0,-1272
50865.0,539
50880.0,65
50895.0,-1619
50910.0,1812
50925.0,953
50940.0,1775
50955.0,-244
50970.0,15
50985.0,1929
51000.0,2461
51015.0,-1055
51030.0,-1506
51045.0,-1630
51060.0,2487
51075.0,751
51090.0,353
51105.0,46
51120.0,2595
51135.0,1132
51150.0,1440
51165.0,-601
51180.0,6364
51195.0,-448
51210.0,628
51225.0,761
51240.0,2088
51255.0,479
51270.0,-225
51285.0,343
51300.0,3798
51315.0,808
51330.0,1847
51345.0,1488
51360.0,2052
51375.0,-576
51390.0,899
51405.0,-320
51420.0,2258
51435.0,707
51450.0,675
51465.0,-581
51480.0,2829
51495.0,310
51510.0,-135
51525.0,-646
51540.0,3049
51555.0,1369
51570.0,1260
51585.0,1424
51600.0,2992
51615.0,1462
51630.0,737
51645.0,1533
51660.0,3221
51675.0,1670
51690.0,-610
51705.0,1095
51720.0,2900
51735.0,1637
51750.0,-1399
51765.0,-817
51780.0,1423
51795.0,1840
51810.0,529
51825.0,-563
51840.0,1820
51855.0,-684
51870.0,570
51885.0,1964
51900.0,3136
51915.0,-1249
51930.0,473
51945.0,-1575
51960.0,3177
51975.0,-203
51990.0,1498
52005.0,282
52020.0,2373
52035.0,476
52050.0,-694
52065.0,1204
52080.0,2282
52095.0,1302
52110.0,1415
52125.0,-344
52140.0,2824
52155.0,1040
52170.0,1911
52185.0,1177
52200.0,2123
52215.0,73
52230.0,440
52245.0,516
52260.0,4535
52275.0,-925
52290.0,856
52305.0,-1675
52320.0,2584
52335.0,-535
52350.0,523
52365.0,-1020
52380.0,570
52395.0,-1241
52410.0,3697
52425.0,-681
52440.0,2605
52455.0,1474
52470.0,1658
52485.0,2319
52500.0,2699
52515.0,937
52530.0,-451
52545.0,637
52560.0,4285
52575.0,-759
52590.0,1429
52605.0,91
52620.0,2343
52635.0,-512
52650.0,-212
52665.0,-1751
52680.0,2693
52695.0,-711
52710.0,355
52725.0,-949
52740.0,444
52755.0,775
52770.0,1216
52785.0,1655
52800.0,2285
52815.0,-1436
52830.0,-1050
52845.0,-1188
52860.0,3572
52875.0,117
52890.0,2082
52905.0,334
52920.0,2516
52935.0,545
52950.0,1800
52965.0,1959
52980.0,3588
52995.0,1146
53010.0,-37
53025.0,3056
53040.0,2174
53055.0,1685
53070.0,971
53085.0,1678
53100.0,174
53115.0,-998
53130.0,-2137
53145.0,-393
53160.0,2935
53175.0,-1950
53190.0,1200
53205.0,-9
53220.0,726
53235.0,348
53250.0,-144
53265.0,601
53280.0,988
53295.0,-1452
53310.0,97
53325.0,-234
53340.0,1457
53355.0,2049
53370.0,2020
53385.0,1170
53400.0,2075
53415.0,-158
53430.0,926
53445.0,2048
53460.0,2473
53475.0,2034
53490.0,-83
53505.0,733
53520.0,1953
53535.0,-563
53550.0,-953
53565.0,-280
53580.0,2503
53595.0,20
53610.0,198
53625.0,97
53640.0,5854
53655.0,244
53670.0,194
53685.0,-255
53700.0,1659
53715.0,-1338
53730.0,-1292
53745.0,-195
53760.0,1978
53775.0,-777
53790.0,1425
53805.0,1588
53820.0,1425
53835.0,2173
53850.0,-345
53865.0,-90
53880.0,3360
53895.0,-629
53910.0,667
53925.0,293
53940.0,1019
53955.0,-1287
53970.0,-535
53985.0,491
54000.0,2480
54015.0,1298
54030.0,-685
54045.0,-403
54060.0,4708
54075.0,1011
54090.0,147
54105.0,-304
54120.0,1663
54135.0,1261
54150.0,-45
54165.0,363
54180.0,1609
54195.0,2050
54210.0,2013
54225.0,-672
54240.0,2425
54255.0,2676
54270.0,-2651
54285.0,343
54300.0,3087
54315.0,361
54330.0,-1565
54345.0,-51
54360.0,3083
54375.0,-667
54390.0,-612
54405.0,662
54420.0,1050
54435.0,1167
54450.0,772
54465.0,1024
54480.0,750
54495.0,-848
54510.0,103
54525.0,-783
54540.0,2359
54555.0,-843
54570.0,622
54585.0,2423
54600.0,2938
54615.0,-533
54630.0,753
54645.0,-964
54660.0,4444
54675.0,720
54690.0,1375
54705.0,1159
54720.0,3398
54735.0,1810
54750.0,473
54765.0,2185
54780.0,2810
54795.0,1821
54810.0,1777
54825.0,69
54840.0,3436
54855.0,722
54870.0,2983
54885.0,-7
54900.0,959
54915.0,-272
54930.0,-1680
54945.0,-1179
54960.0,2703
54975.0,39
54990.0,636
55005.0,719
55020.0,3102
55035.0,657
55050.0,841
55065.0,-298
55080.0,398
55095.0,-1059
55110.0,2010
55125.0,357
55140.0,2753
55155.0,881
55170.0,1656
55185.0,1946
55200.0,4197
55215.0,1754
55230.0,466
55245.0,371
55260.0,3493
55275.0,-777
55290.0,1674
55305.0,1777
55320.0,2070
55335.0,-468
55350.0,511
55365.0,-363
55380.0,3149
55395.0,-1760
55410.0,1696
55425.0,-1596
55440.0,3117
55455.0,-498
55470.0,933
55485.0,3165
55500.0,797
55515.0,-1170
55530.0,-1704
55545.0,-1204
55560.0,3501
55575.0,1250
55590.0,2066
55605.0,926
55620.0,2322
55635.0,2059
55650.0,725
55665.0,2079
55680.0,2185
55695.0,1769
55710.0,1745
55725.0,-639
55740.0,2198
55755.0,1034
55770.0,2358
55785.0,-98
55800.0,1920
55815.0,-298
55830.0,-1200
55845.0,-1700
55860.0,4083
55875.0,28
55890.0,222
55905.0,-388
55920.0,1851
55935.0,2190
55950.0,593
55965.0,-1056
55980.0,555
55995.0,649
56010.0,1037
56025.0,328
56040.0,1046
56055.0,544
56070.0,-1369
56085.0,1979
56100.0,5354
56115.0,-2843
56130.0,876
56145.0,-492
56160.0,2618
56175.0,-1581
56190.0,908
56205.0,573
56220.0,1451
56235.0,132
56250.0,-262
56265.0,-339
56280.0,2402
56295.0,-1207
56310.0,-91
56325.0,66
56340.0,2184
56355.0,-1764
56370.0,-324
56385.0,129
56400.0,1031
56415.0,106
56430.0,-1681
56445.0,1111
56460.0,1683
56475.0,-248
56490.0,-682
56505.0,379
56520.0,1355
56535.0,-104
56550.0,798
56565.0,-1070
56580.0,1979
56595.0,1064
56610.0,1257
56625.0,-955
56640.0,3232
56655.0,196
56670.0,1138
56685.0,256
56700.0,1283
56715.0,2905
56730.0,-1130
56745.0,-124
56760.0,2701
56775.0,198
56790.0,-1131
56805.0,-397
56820.0,1479
56835.0,1168
56850.0,-815
56865.0,1201
56880.0,3062
56895.0,-1174
56910.0,1195
56925.0,324
56940.0,3520
56955.0,-543
56970.0,836
56985.0,840
57000.0,2572
57015.0,-411
57030.0,475
57045.0,-369
57060.0,2868
57075.0,1577
57090.0,1016
57105.0,-595
57120.0,3163
57135.0,1718
57150.0,-1645
57165.0,528
57180.0,1086
57195.0,-139
57210.0,295
57225.0,-597
57240.0,1364
57255.0,-1008
57270.0,539
57285.0,1450
57300.0,987
57315.0,19
57330.0,3501
57345.0,-921
57360.0,4828
57375.0,1137
57390.0,1692
57405.0,1545
57420.0,3443
57435.0,504
57450.0,73
57465.0,1699
57480.0,3722
57495.0,2124
57510.0,1855
57525.0,-41
57540.0,4236
57555.0,1545
57570.0,1646
57585.0,-139
57600.0,1790
57615.0,-357
57630.0,126
57645.0,1206
57660.0,1571
57675.0,-1124
57690.0,204
57705.0,-1735
57720.0,2367
57735.0,940
57750.0,225
57765.0,-344
57780.0,1481
57795.0,-1771
57810.0,240
57825.0,156
57840.0,1522
57855.0,806
57870.0,-446
57885.0,-29
57900.0,2037
57915.0,38
57930.0,-869
57945.0,3624
57960.0,3748
57975.0,1239
57990.0,-141
58005.0,896
58020.0,3942
58035.0,1625
58050.0,61
58065.0,-1275
58080.0,381
58095.0,-1535
58110.0,1609
58125.0,1158
58140.0,612
58155.0,-218
58170.0,558
58185.0,2326
58200.0,2837
58215.0,534
58230.0,-648
58245.0,511
58260.0,3858
58275.0,190
58290.0,981
58305.0,296
58320.0,786
58335.0,541
58350.0,-838
58365.0,620
58380.0,2714
58395.0,-1325
58410.0,740
58425.0,-550
58440.0,2683
58455.0,107
58470.0,-633
58485.0,1042
58500.0,2612
58515.0,-210
58530.0,1096
58545.0,-361
58560.0,7641
58575.0,1619
58590.0,1031
58605.0,-248
58620.0,3190
58635.0,981
58650.0,2209
58665.0,-109
58680.0,4061
58695.0,-2
58710.0,1401
58725.0,1987
58740.0,4168
58755.0,472
58770.0,1544
58785.0,669
58800.0,2610
58815.0,1804
58830.0,1815
58845.0,1889
58860.0,4433
58875.0,1777
58890.0,479
58905.0,422
58920.0,2897
58935.0,27
58950.0,-337
58965.0,528
58980.0,3987
58995.0,1375
59010.0,604
59025.0,836
59040.0,4296
59055.0,1786
59070.0,800
59085.0,491
59100.0,3022
59115.0,639
59130.0,1604
59145.0,118
59160.0,3014
59175.0,2739
59190.0,1151
59205.0,513
59220.0,3636
59235.0,2151
59250.0,-400
59265.0,1194
59280.0,3542
59295.0,-219
59310.0,1366
59325.0,-263
59340.0,1755
59355.0,2354
59370.0,229
59385.0,-242
59400.0,3042
59415.0,1228
59430.0,1104
59445.0,2048
59460.0,2020
59475.0,1520
59490.0,224
59505.0,534
59520.0,4108
59535.0,47
59550.0,830
59565.0,175
59580.0,4074
59595.0,-442
59610.0,701
59625.0,562
59640.0,3477
59655.0,2471
59670.0,1929
59685.0,1457
59700.0,4117
59715.0,1743
59730.0,159
59745.0,1321
59760.0,2703
59775.0,-273
59790.0,3829
59805.0,-231
59820.0,1711
59835.0,996
59850.0,-188
59865.0,1951
59880.0,4499
59895.0,1161
59910.0,-544
59925.0,-2
59940.0,3309
59955.0,294
59970.0,2234
59985.0,1141
time,data1
0.0,9465
15.0,6302
30.0,4145
45.0,4201
60.0,7909
75.0,2751
90.0,1172
105.0,2575
120.0,3809
135.0,2074
150.0,-218
165.0,-699
180.0,2773
195.0,-382
210.0,1206
225.0,-1198
240.0,2721
255.0,-2410
270.0,-2868
285.0,-1588
300.0,1019
315.0,-1148
330.0,-1398
345.0,-2553
360.0,2846
375.0,-232
390.0,-1866
405.0,-2937
420.0,2367
435.0,-1770
450.0,-2427
465.0,-365
480.0,1969
495.0,-1796
510.0,-10
525.0,-545
540.0,1316
555.0,-1116
570.0,-2725
585.0,598
600.0,1094
615.0,-685
630.0,-476
645.0,-908
660.0,2627
675.0,-2135
690.0,-780
705.0,-1674
720.0,3353
735.0,-1142
750.0,700
765.0,-942
780.0,2750
795.0,-887
810.0,380
825.0,-2714
840.0,2807
855.0,-1946
870.0,-1371
885.0,1280
900.0,2172
915.0,53
930.0,-1603
945.0,-1915
960.0,4613
975.0,-2209
990.0,-1531
1005.0,-152
1020.0,2153
1035.0,-227
1050.0,-459
1065.0,-1455
1080.0,2078
1095.0,-759
1110.0,-1087
1125.0,-1832
1140.0,2601
1155.0,-1719
1170.0,-742
1185.0,-34
1200.0,3372
1215.0,-1293
1230.0,-2535
1245.0,-140
1260.0,3648
1275.0,-1276
1290.0,-1818
1305.0,-1125
1320.0,534
1335.0,-1216
1350.0,-2338
1365.0,1647
1380.0,986
1395.0,-1207
1410.0,-431
1425.0,-1940
1440.0,1415
1455.0,-684
